taxonID,scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,establishment means,degree of establishment,introduction pathway 1,introduction pathway 2,introduction pathway 3,introduction pathway 4,introduction pathway 5,introduction pathway 6,introduction pathway 7,date first observation,date last observation,source,occurrence remarks,native range,terrestrial,marine,freshwater,date added,added by,verified by
394868,"Celleporaria brunnea (Hincks, 1884)",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporaria,species,ICZN,Madeira,PT,present,introduced,established,hullFouling,,,,,,,2018,,https://doi.org/10.1007/s12526-023-01355-y,,Temperate Northern Pacific |Tropical Eastern Pacific,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
468256,"Celleporaria inaudita Tilbrook, Hayward & Gordon, 2001",Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Celleporaria,species,ICZN,Madeira,PT,present,introduced,established,hullFouling,,,,,,,2007,,https://doi.org/10.3391/ai.2013.8.3.02,,Central Indo-Pacific,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
573293,"Cephalothrix simula (Iwata, 1952)",Animalia,Nemertea,Palaeonemertea,Archinemertea,Cephalotrichidae,Cephalothrix,species,ICZN,Mainland,PT,present,introduced,casual,contaminantOnAnimals,ballastWater,,,,,,2016,,https://hdl.handle.net/10216/122979,,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
848025,"Chaetopleura angulata (Spengler, 1797)",Animalia,Mollusca,Polyplacophora,Chitonida,Chaetopleuridae,Chaetopleura,species,ICZN,Mainland,PT,present,introduced,widespreadInvasive,hullFouling,,,,,,,1795,,"Tilesius, W. A. (1802). Beschreibumg einer neuen Chiton species ausdem Tagus, Chiton lusitanicus. Jahrb. Naturgesch, 213-221.",,Temperate South America,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103732,"Ciona intestinalis (Linnaeus, 1767)",Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,species,ICZN,Mainland,PT,present,native,native,,,,,,,,,,,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103732,"Ciona intestinalis (Linnaeus, 1767)",Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,species,ICZN,Madeira,PT,present,uncertain,established,,,,,,,,1992,,https://doi.org/10.1016/j.rsma.2021.101672,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103732,"Ciona intestinalis (Linnaeus, 1767)",Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,species,ICZN,Azores,PT,present,introduced,casual,hullFouling,ballastWater,,,,,,2014,,"Marina, J. G., Micael, J., & Costa, A. C. (2015). A new non-indigenous species report: Ciona intestinalis (Linnaeus, 1767) in Vila Franca do Campo marina. Poster communication at seminar in Marine Non-Indigenous Species – 18th February, University of the Azores, Ponta Delgada, Portugal.",,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
252565,Ciona robusta Hoshino and Tokioka 1967,Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona,species,ICZN,Mainland,PT,present,introduced,reproducing,contaminantOnAnimals,ballastWater,hullFouling,,,,,2020,,https://doi.org/10.3389/fnut.2022.888360,,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103551,"Clavelina dellavallei (Zirpolo, 1925)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,species,ICZN,Madeira,PT,present,introduced,established,transportStowaway,,,,,,,1995,,https://doi.org/10.1007/BF02908748,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103552,"Clavelina lepadiformis (Müller, 1776)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,species,ICZN,Mainland,PT,present,native,native,,,,,,,,,,,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103552,"Clavelina lepadiformis (Müller, 1776)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,species,ICZN,Madeira,PT,present,introduced,established,transportStowaway,,,,,,,1971,,https://doi.org/10.5962/p.278941,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103552,"Clavelina lepadiformis (Müller, 1776)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,species,ICZN,Azores,PT,present,introduced,established,transportStowaway,,,,,,,1995,,https://doi.org/10.1007/BF02908748,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103554,"Clavelina oblonga Herdman, 1880",Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,species,ICZN,Madeira,PT,present,introduced,established,transportStowaway,,,,,,,2013,,http://dx.doi.org/10.13140/RG.2.2.15470.84809,,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
103554,"Clavelina oblonga Herdman, 1880",Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,species,ICZN,Azores,PT,present,introduced,established,transportStowaway,,,,,,,1971,,https://doi.org/10.5962/p.278941,,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-04,Romeu S. Ribeiro,Romeu S. Ribeiro
211739,"Codium arabicum Kützing, 1856",Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,species,ICN,Mainland,PT,present,introduced,established,hullFouling,ballastWater,,,,,,2003,,"Berecibar, E. (2011). Long-term changes in the phytogeography of the portuguese continental coast.",,Western Indo-Pacific,FALSE,TRUE,FALSE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
370562,Codium fragile subsp. fragile (Suringar) Hariot,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,subspecies,ICN,Mainland,PT,present,introduced,established,hullFouling,ballastWater,,,,,,2005,,"Berecibar, E. (2011). Long-term changes in the phytogeography of the portuguese continental coast.",,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
370562,Codium fragile subsp. fragile (Suringar) Hariot,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,subspecies,ICN,Azores,PT,present,introduced,established,hullFouling,ballastWater,,,,,,1993,,"Tittley, I., & Neto, A. I. (1994). “Expedition Azores 1989”: benthic marine algae (Seaweeds) recorded from Faial and Pico. Arquipélago - Life and Marine Sciences, 12A, 1–13.",,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
145091,Codium taylorii P.C.Silva 1960,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,species,ICN,Mainland,PT,present,introduced,established,hullFouling,ballastWater,,,,,,2004,,"Berecibar, E. (2011). Long-term changes in the phytogeography of the portuguese continental coast.",,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
145856,"Colpomenia peregrina Sauvageau, 1927",Chromista,Ochrophyta,Phaeophyceae,Ectocarpales,Scytosiphonaceae,Colpomenia,species,ICN,Mainland,PT,present,introduced,invasive,hullFouling,ballastWater,,,,,,1932,,"Ardré, F. (1970). Contribution a l'etude sed algues marines du Portugal. I. La flore. Portug. Acta biol., 10, 137-532.",,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
181580,"Corbicula fluminea (O. F. Müller, 1774)",Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,species,ICZN,Mainland,PT,present,introduced,invasive,hullFouling,ballastWater,,,,,,1978,,"Mouthon, J. (1981). Sur la présence en France et au Portugal de Corbicula (Bivalvia, Corbiculidae) originaire d’Asie. Basteria, 45(4/5), 109-116.",,Central Indo-Pacific,FALSE,TRUE,TRUE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
117428,"Cordylophora caspia (Pallas, 1771)",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Cordylophoridae,Cordylophora,species,ICZN,Mainland,PT,present,introduced,colonising,contaminantOnAnimals,hullFouling,,,,,,1979,,"Cancela da Fonseca, L. C. (1989). Estudo da influência da “abertura ao mar” sobre um sistema lagunar costeiro: a lagoa de Santo André (PhD thesis, Universidade de Lisboa).",,Temperate Northern Atlantic (Black Sea),FALSE,TRUE,TRUE,2025-12-12,Romeu S. Ribeiro,Romeu S. Ribeiro
173223,"Corella eumyota Traustedt, 1882",Animalia,Chordata,Ascidiacea,Phlebobranchia,Corellidae,Corella,species,ICZN,Mainland,PT,present,introduced,colonising,hullFouling,ballastWater,,,,,,2008,,http://dx.doi.org/10.3391/ai.2010.5.2.06,,Southern Ocean,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
145221,Corynomorpha prismatica (J.Agardh) J.Agardh,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Corynomorpha,species,ICZN,Azores,PT,present,introduced,established,transportStowaway,,,,,,,1990,,"Fredericq, S., Serrão, E., & Norris, J. N. (1992). New records of marine red algae from the Azores. Arquipélago - Life and Marine Sciences, 10, 1–4.",,Western Indo-Pacific,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
133445,"Crambe crambe (Schmidt, 1862)",Animalia,Porifera,Demospongiae,Poecilosclerida,Crambeidae,Crambe,species,ICZN,Madeira,PT,present,introduced,established,hullFouling,,,,,,,2002,,https://doi.org/10.1046/j.1365-294X.2003.02022.x,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
138963,"Crepidula fornicata (Linnaeus, 1758)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,species,ICZN,Mainland,PT,present,introduced,invasive,contaminantOnAnimals,hullFouling,ballastWater,,,,,2009,,"Callapez, P. & Matos, R. (2020). Moluscos invasores em território português e o exemplo recente de Crepidula fornicata (Linnaeus, 1758).",,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
234137,"Crepipatella dilatata (Lamarck, 1822)",Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,species,ICZN,Mainland,PT,present,introduced,colonising,contaminantOnAnimals,hullFouling,ballastWater,,,,,2019,,https://doi.org/10.1016/j.csr.2023.105138,,Temperate South America,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
145297,Cutleria multifida (Turner) Greville 1830,Chromista,Ochrophyta,Phaeophyceae,Tilopteridales,Cutleriaceae,Cutleria,species,ICN,Azores,PT,present,introduced,established,transportStowaway,,,,,,,1870,,"Agardh, J. G. (1870). Om de under Korvetten Josephines expedition, sistliden sommar, insamlade Algerne. Royal Swedish Academy of Science.",,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
159313,"Cynoscion regalis (Bloch & Schneider, 1801)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Cynoscion,species,ICZN,Mainland,PT,present,introduced,colonising,ballastWater,,,,,,,2015,,https://doi.org/10.1111/jfb.13318,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
232221,"Dasya sessilis Yamada, 1928",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Dasya,species,ICN,Mainland,PT,present,introduced,established,ballastWater,hullFouling,,,,,,1989,,"Berecibar, E. (2011). Long-term changes in the phytogeography of the portuguese continental coast.",,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
836896,"Dasysiphonia japonica (Yendo) H.-S.Kim, 2012",Plantae,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Dasysiphonia,species,ICN,Mainland,PT,present,introduced,casual,ballastWater,hullFouling,,,,,,2020,,http://hdl.handle.net/10400.1/17472,,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
130902,"Desdemona ornata Banse, 1957",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,Desdemona,species,ICZN,Mainland,PT,present,introduced,invasive,ballastWater,,,,,,,1993,,"Cancela da Fonseca, L.C. & Machado, M. (1996). Caracterização das comunidades bentónicas em tanques de Piscicultura. 2º Relatório do Projecto ""Optimização da Qualidade da água em Sistemas de Aquacultura"". STRIDE (STR/Mar/0150).",,Temperate Southern Africa,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
133214,"Desmacella meliorata Wiedenmayer, 1977",Animalia,Porifera,Demospongiae,Desmacellida,Desmacellidae,Desmacella,species,ICZN,Azores,PT,present,introduced,casual,hullFouling,,,,,,,1979,,"Boury-Esnault, N., & Lopes, M.T. (1985). Les Démosponges Littorales de L’Archipel Des Açores. Annales de L’Institut Océanographique, 61, 149–225.",,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
395099,"Diadumene lineata (Verrill, 1869)",Animalia,Cnidaria,Anthozoa,Actiniaria,Diadumenidae,Diadumene,species,ICZN,Mainland,PT,present,introduced,colonising,hullFouling,,,,,,,2009,,http://hdl.handle.net/10451/26110,,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
430999,"Diamysis lagunaris Ariani & Wittmann, 2000",Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,Diamysis,species,ICZN,Mainland,PT,present,introduced,established,transportStowaway,,,,,,,1996,,https://doi.org/10.1023/A:1017598204238,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
624303,"Dictyota cyanoloma Tronholm, De Clerck, A.Gómez-Garreta & Rull Lluch 2010",Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,species,ICN,Mainland,PT,present,introduced,colonising,transportStowaway,,,,,,,2007,,"Bárbara, I., C. Peteiro, V. Peña, M. Altamirano, C. Piñeiro-Corbeira, N. Sánchez, P. Díaz-Tapia, V. García-Redondo, A. García-Fernández & M. Zanolla-Balbuena (2014) Adiciones florísticas y aportaciones corológicas para la flora bentónica marina del atlántico ibérico. Acta Botanica Malacitana, 39: 207-216.",,Temperate Australasia,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
624303,"Dictyota cyanoloma Tronholm, De Clerck, A.Gómez-Garreta & Rull Lluch 2010",Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,species,ICN,Azores,PT,present,introduced,established,transportStowaway,,,,,,,2006,,https://doi.org/10.1111/j.1529-8817.2010.00908.x,,Temperate Australasia,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
624303,"Dictyota cyanoloma Tronholm, De Clerck, A.Gómez-Garreta & Rull Lluch 2010",Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyota,species,ICN,Madeira,PT,present,introduced,established,transportStowaway,,,,,,,2006,,https://doi.org/10.1080/09670262.2016.1212998,,Temperate Australasia,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
250126,"Didemnum vexillum Kott, 2002",Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,species,ICZN,Mainland,PT,present,introduced,established,transportContaminant,,,,,,,2017,,https://doi.org/10.1038/s41598-020-70307-4,,Temperate Northern Pacific,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
127054,"Diplodus vulgaris (Geoffroy Saint-Hilaire, 1817)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Diplodus,species,ICZN,Mainland,PT,present,native,native,,,,,,,,1997,,,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
127054,"Diplodus vulgaris (Geoffroy Saint-Hilaire, 1817)",Animalia,Chordata,Teleostei,Eupercaria incertae sedis,Sparidae,Diplodus,species,ICZN,Azores,PT,present,introduced,casual,escapeFromConfinement,,,,,,,,,https://doi.org/10.1111/jfb.12162.,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
103604,"Distaplia bermudensis Van Name, 1902",Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,species,ICZN,Madeira,PT,present,introduced,established,transportStowaway,,,,,,,2006,,https://doi.org/10.3391/ai.2013.8.3.02,,Temperate Northern | Atlantic Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
103606,"Distaplia corolla Monniot F., 1974",Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,species,ICZN,Mainland,PT,present,introduced,reproducing,transportStowaway,,,,,,,2016,,"Ramos-Esplá, A. A. & Moreira, P. (2016). Identificação das espécies de tunicados não indígenas da costa portuguesa.",,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
103606,"Distaplia corolla Monniot F., 1974",Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,species,ICZN,Azores,PT,present,introduced,established,transportStowaway,,,,,,,1971,,https://doi.org/10.5962/p.278941,,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
103606,"Distaplia corolla Monniot F., 1974",Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,species,ICZN,Madeira,PT,present,introduced,established,transportStowaway,,,,,,,2004,,"Wirtz, P. (2006). Ten invertebrates new for the marine fauna of Madeira. Arquipélago - Life and Marine Science, 23A, 75–78.",,Tropical Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
103608,"Distaplia magnilarva (Della Valle, 1881)",Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,species,ICZN,Madeira,PT,present,introduced,established,hullFouling,,,,,,,2013,,https://doi.org/10.5962/p.278941,,Temperate Northern Atlantic,FALSE,TRUE,FALSE,2025-12-30,Romeu S. Ribeiro,Romeu S. Ribeiro
